City,Colors Reported,Shape Reported,State,Time,sightings,Year
Culpeper County,,CIRCLE,VA,1998-12-06 20:30:00,9,1998
Philipsburg,GREEN,DISK,PA,1998-12-06 21:30:00,9,1998
Orange,ORANGE GREEN,FIREBALL,CA,1998-12-06 23:58:00,9,1998
Plano,GREEN,CIRCLE,TX,1998-12-07 00:00:00,5,1998
Medina,,FIREBALL,OH,1998-12-07 04:30:00,5,1998
Soddy Daisy,,SPHERE,TN,1998-12-07 10:00:00,5,1998
Anchorage,,LIGHT,AK,1998-12-07 18:00:00,5,1998
Soddy Daisy,,SPHERE,TN,1998-12-07 22:15:00,5,1998
Fort Smith,,SpaceShip,AR,1998-12-08 06:30:00,5,1998
De Leon,,LIGHT,TX,1998-12-08 18:30:00,5,1998
Vilonia,,CIRCLE,AR,1998-12-08 20:00:00,5,1998
Lake Fork,ORANGE,LIGHT,TX,1998-12-08 20:05:00,5,1998
Belton,ORANGE,FIREBALL,MO,1998-12-08 23:02:00,5,1998
Kalamazoo,,LIGHT,MI,1998-12-09 00:00:00,6,1998
Alamosa,,OVAL,CO,1998-12-09 01:30:00,6,1998
Jerseyville,,LIGHT,IL,1998-12-09 06:25:00,6,1998
Eureka,,TEARDROP,CA,1998-12-09 07:15:00,6,1998
Phoenix,,CIRCLE,AZ,1998-12-09 08:05:00,6,1998
Chagrin Falls,,LIGHT,OH,1998-12-09 20:43:00,6,1998
I-81,,SpaceShip,TN,1998-12-10 01:00:00,8,1998
Camp Pendelton,,SPHERE,CA,1998-12-10 01:15:00,8,1998
Fort Mill,ORANGE,DISK,NC,1998-12-10 03:05:00,8,1998
Manchester,,FIREBALL,NY,1998-12-10 03:19:00,8,1998
Lincolnshire,,FIREBALL,IL,1998-12-10 04:55:00,8,1998
Santa Rosa,,LIGHT,CA,1998-12-10 18:27:00,8,1998
Hesston,RED,SpaceShip,KS,1998-12-10 19:50:00,8,1998
Plymouth,,DIAMOND,MA,1998-12-10 21:11:00,8,1998
Colorado Springs,,DISK,CO,1998-12-11 16:45:00,4,1998
Culver City,,LIGHT,CA,1998-12-11 19:00:00,4,1998
Pensacola,RED,FIREBALL,FL,1998-12-11 19:50:00,4,1998
New Boston,RED BLUE,LIGHT,NH,1998-12-11 22:30:00,4,1998
Bangor,,LIGHT,ME,1998-12-12 02:30:00,3,1998
Atlanta,,FIREBALL,TX,1998-12-12 18:45:00,3,1998
Bradenton,,LIGHT,FL,1998-12-12 23:30:00,3,1998
Lafayette,,OTHER,CO,1998-12-13 02:00:00,14,1998
Clayton,GREEN BLUE,OVAL,MO,1998-12-13 05:00:00,14,1998
St. Peters,,LIGHT,MO,1998-12-13 06:45:00,14,1998
Fall River,GREEN,LIGHT,MA,1998-12-13 12:30:00,14,1998
Denver,,FORMATION,CO,1998-12-13 14:00:00,14,1998
Hauser,,LIGHT,OR,1998-12-13 19:00:00,14,1998
Massachusetts,BLUE,FIREBALL,MA,1998-12-13 20:00:00,14,1998
Fort Smith,,LIGHT,AR,1998-12-13 20:45:00,14,1998
Baton Rouge,BLUE,LIGHT,LA,1998-12-13 23:00:00,14,1998
Indianapolis,GREEN,FIREBALL,IN,1998-12-13 23:10:00,14,1998
Leavenworth,BLUE,FIREBALL,KS,1998-12-13 23:10:00,14,1998
Sikeston,,SPHERE,MO,1998-12-13 23:20:00,14,1998
Sikeston,,SPHERE,MO,1998-12-13 23:20:00,14,1998
Cottontown,,OTHER,TN,1998-12-13 23:25:00,14,1998
Wharton,,LIGHT,TX,1998-12-14 00:00:00,8,1998
Mukilteo,,FORMATION,WA,1998-12-14 00:50:00,8,1998
Spokane,GREEN,FIREBALL,WA,1998-12-14 04:00:00,8,1998
Redding,,FIREBALL,CA,1998-12-14 04:10:00,8,1998
Bloomington,,FORMATION,IL,1998-12-14 05:50:00,8,1998
Redmond,RED,DISK,WA,1998-12-14 15:25:00,8,1998
St. Charles,GREEN,FIREBALL,MO,1998-12-14 20:15:00,8,1998
Littleton,,DISK,MA,1998-12-14 21:05:00,8,1998
Waterford,,RECTANGLE,WI,1998-12-15 00:00:00,22,1998
Baltimore,,DISK,MD,1998-12-15 00:30:00,22,1998
Petaluma,,CIRCLE,CA,1998-12-15 03:30:00,22,1998
Atlanta,,EGG,GA,1998-12-15 07:10:00,22,1998
Atlanta,,SPHERE,GA,1998-12-15 09:07:00,22,1998
Arab,ORANGE,SPHERE,AL,1998-12-15 09:25:00,22,1998
Rocky Point,,SPHERE,NC,1998-12-15 10:00:00,22,1998
Cincinnati,,EGG,OH,1998-12-15 15:15:00,22,1998
Carmel,,FIREBALL,IN,1998-12-15 17:00:00,22,1998
Saratoga Springs,,SPHERE,NY,1998-12-15 17:00:00,22,1998
Oroville,,LIGHT,CA,1998-12-15 17:10:00,22,1998
Saratoga Lake,,VARIOUS,NY,1998-12-15 17:40:00,22,1998
Easton,RED,CIGAR,PA,1998-12-15 19:30:00,22,1998
Fairbanks,,FORMATION,AK,1998-12-15 20:00:00,22,1998
Bethlehem,,SpaceShip,PA,1998-12-15 21:00:00,22,1998
Albuquerque,,CROSS,NM,1998-12-15 22:00:00,22,1998
Middletown,,CIRCLE,OH,1998-12-15 22:00:00,22,1998
Millington,,CIRCLE,TN,1998-12-15 22:00:00,22,1998
Hinton,,LIGHT,WV,1998-12-15 22:30:00,22,1998
Grand Prairie,,DISK,TX,1998-12-15 23:00:00,22,1998
Fort Myers,,LIGHT,FL,1998-12-15 23:30:00,22,1998
Orlando,RED,LIGHT,FL,1998-12-15 23:30:00,22,1998
Lubbock,,CHEVRON,TX,1998-12-16 19:40:00,7,1998
Conroe,,LIGHT,TX,1998-12-16 20:53:00,7,1998
Demotte,,TEARDROP,IN,1998-12-16 21:38:00,7,1998
Bakersfield,,FIREBALL,CA,1998-12-16 23:18:00,7,1998
Long Key,,FIREBALL,FL,1998-12-16 23:30:00,7,1998
Plantation Key,,LIGHT,FL,1998-12-16 23:33:00,7,1998
Port Charlotte,,DISK,FL,1998-12-16 23:33:00,7,1998
La Habra,,FIREBALL,CA,1998-12-17 02:15:00,7,1998
Decatur,,VARIOUS,AL,1998-12-17 07:10:00,7,1998
Escondido,,OVAL,CA,1998-12-17 09:00:00,7,1998
Bossier City,BLUE,CIRCLE,LA,1998-12-17 14:12:00,7,1998
West Plains,ORANGE,LIGHT,MO,1998-12-17 19:00:00,7,1998
Severn,GREEN,FIREBALL,MD,1998-12-17 20:38:00,7,1998
Seattle,,LIGHT,WA,1998-12-17 22:00:00,7,1998
Ironton,,LIGHT,OH,1998-12-18 00:25:00,6,1998
Port Angeles,RED,DIAMOND,WA,1998-12-18 06:30:00,6,1998
Utica,,LIGHT,NY,1998-12-18 19:27:00,6,1998
Mechanicsburg,,LIGHT,PA,1998-12-18 21:00:00,6,1998
Boca Grande,,DISK,FL,1998-12-18 22:00:00,6,1998
West Richland,,LIGHT,WA,1998-12-18 22:00:00,6,1998
Magnolia,,LIGHT,TX,1998-12-19 00:57:00,6,1998
Kansas,,LIGHT,KS,1998-12-19 03:30:00,6,1998
Phoenix,GREEN,FIREBALL,AZ,1998-12-19 03:57:00,6,1998
Fleetwood,RED,LIGHT,PA,1998-12-19 18:20:00,6,1998
Riddle,,LIGHT,OR,1998-12-19 20:00:00,6,1998
Quartsite,,OVAL,AZ,1998-12-19 21:00:00,6,1998
Kansas,,LIGHT,KS,1998-12-20 02:30:00,3,1998
Charleston,,SPHERE,SC,1998-12-20 19:30:00,3,1998
West Palm Beach,,SpaceShip,FL,1998-12-20 20:30:00,3,1998
Myrtle Beach,,DISK,SC,1998-12-21 02:10:00,3,1998
Mansfield,,SPHERE,OH,1998-12-21 06:30:00,3,1998
Rupert,,DISK,ID,1998-12-21 18:30:00,3,1998
Denver,,OVAL,CO,1998-12-22 07:25:00,6,1998
East Bethel,,LIGHT,MN,1998-12-22 12:00:00,6,1998
Phoenix,,SPHERE,AZ,1998-12-22 18:30:00,6,1998
Indianapolis,GREEN,CIRCLE,IN,1998-12-22 20:05:00,6,1998
Rome,,VARIOUS,GA,1998-12-22 21:00:00,6,1998
Missouri City,,FORMATION,TX,1998-12-22 23:30:00,6,1998
Grand Canyon,,OTHER,AZ,1998-12-23 17:20:00,3,1998
Miami,RED,CIRCLE,FL,1998-12-23 22:00:00,3,1998
Manitowoc,,CHEVRON,WI,1998-12-23 22:35:00,3,1998
Bartlett,RED,CIGAR,IL,1998-12-24 06:24:00,3,1998
Fairfax,,LIGHT,VA,1998-12-24 19:00:00,3,1998
Hathaway,,CYLINDER,LA,1998-12-24 21:00:00,3,1998
Kansas City,,CHEVRON,MO,1998-12-25 13:30:00,4,1998
Fountain Hills,,SPHERE,AZ,1998-12-25 14:00:00,4,1998
Salt Lake City,,CIRCLE,UT,1998-12-25 19:04:00,4,1998
Jamestown,RED,LIGHT,PA,1998-12-25 22:50:00,4,1998
Eagle River,,OVAL,AK,1998-12-26 12:30:00,2,1998
Modesto,,RECTANGLE,CA,1998-12-26 23:00:00,2,1998
Stratham,BLUE,RECTANGLE,NH,1998-12-27 01:00:00,3,1998
Struthers,,SPHERE,OH,1998-12-27 10:30:00,3,1998
Hodgkins,,LIGHT,IL,1998-12-27 22:30:00,3,1998
Weatherford,,LIGHT,TX,1998-12-28 05:45:00,5,1998
Winter Park,GREEN,FIREBALL,FL,1998-12-28 19:45:00,5,1998
Hilton Head,,LIGHT,SC,1998-12-28 21:30:00,5,1998
Kure Beach,,CONE,NC,1998-12-28 22:35:00,5,1998
Silver Springs,ORANGE,SPHERE,NY,1998-12-28 23:50:00,5,1998
Primm,YELLOW,LIGHT,NV,1998-12-29 00:16:00,1,1998
Cape May Court House,,SPHERE,NJ,1998-12-30 02:00:00,2,1998
Spokane,,FIREBALL,WA,1998-12-30 17:58:00,2,1998
Cherry Hill,,LIGHT,NJ,1998-12-31 19:30:00,5,1998
Las Vegas,,DISK,NV,1998-12-31 21:31:00,5,1998
Jonesboro,,VARIOUS,LA,1998-12-31 23:00:00,5,1998
Burnt Hills,ORANGE,LIGHT,NY,1998-12-31 23:30:00,5,1998
Appleton,,TEARDROP,WI,1998-12-31 23:59:00,5,1998
Loma Rica,,LIGHT,CA,1999-01-01 02:30:00,11,1999
Bauxite,,LIGHT,AR,1999-01-01 03:00:00,11,1999
Florence,,CYLINDER,SC,1999-01-01 14:00:00,11,1999
Lake Henshaw,,CIGAR,CA,1999-01-01 15:00:00,11,1999
Wilmington Island,,LIGHT,GA,1999-01-01 17:15:00,11,1999
DeWitt,,LIGHT,AR,1999-01-01 18:00:00,11,1999
Bainbridge Island,,LIGHT,WA,1999-01-01 19:12:00,11,1999
Camano Island,,FIREBALL,WA,1999-01-01 19:30:00,11,1999
Cheaha Mountain,,SpaceShip,AL,1999-01-01 21:00:00,11,1999
Coyoty Canyon,,DISK,NM,1999-01-01 21:00:00,11,1999
Rancho Cordova,,LIGHT,CA,1999-01-01 23:59:00,11,1999
Seattle,GREEN,LIGHT,WA,1999-01-02 17:42:00,5,1999
Vancouver,GREEN,FIREBALL,WA,1999-01-02 18:30:00,5,1999
Spirit Lake,RED GREEN,LIGHT,ID,1999-01-02 20:00:00,5,1999
Jacksonville,RED BLUE,OTHER,FL,1999-01-02 20:30:00,5,1999
Marysville,RED GREEN,SPHERE,CA,1999-01-02 22:12:00,5,1999
Bellevue,,LIGHT,WA,1999-01-03 08:45:00,3,1999
Blithe,,OTHER,CA,1999-01-03 16:31:00,3,1999
Brigham City,,LIGHT,UT,1999-01-03 17:00:00,3,1999
Longview,,CIRCLE,TX,1999-01-04 20:00:00,3,1999
Redding,RED GREEN,SpaceShip,CA,1999-01-04 20:24:00,3,1999
Stillwater,,VARIOUS,NY,1999-01-04 21:50:00,3,1999
Portland,,OVAL,OR,1999-01-05 02:00:00,6,1999
Seattle,GREEN,FIREBALL,WA,1999-01-05 05:31:00,6,1999
Seattle,,TEARDROP,WA,1999-01-05 05:36:00,6,1999
Bremerton,,CIRCLE,WA,1999-01-05 05:38:00,6,1999
Estes Park,,CIRCLE,CO,1999-01-05 14:00:00,6,1999
Alamogordo,,DISK,NM,1999-01-05 20:00:00,6,1999
Lakeside,,FLASH,CA,1999-01-06 21:30:00,3,1999
Dallas,,FIREBALL,TX,1999-01-06 21:50:00,3,1999
North Dallas,,CIRCLE,TX,1999-01-06 22:00:00,3,1999
Charlotte,,SpaceShip,NC,1999-01-07 14:10:00,5,1999
Chatsworth,GREEN,LIGHT,CA,1999-01-07 18:20:00,5,1999
Williamsport,,OTHER,PA,1999-01-07 20:45:00,5,1999
Tallahassee,,DIAMOND,FL,1999-01-07 23:00:00,5,1999
Tallahassee,RED,DIAMOND,FL,1999-01-07 23:00:00,5,1999
Portland,ORANGE,SPHERE,OR,1999-01-08 18:00:00,10,1999
Corvallis,,LIGHT,OR,1999-01-08 19:00:00,10,1999
Paradiseand,,DIAMOND,CA,1999-01-08 19:25:00,10,1999
Chico,,LIGHT,CA,1999-01-08 19:30:00,10,1999
Redding,,LIGHT,CA,1999-01-08 19:30:00,10,1999
Madera,,LIGHT,CA,1999-01-08 20:30:00,10,1999
Copper Center,,FLASH,AK,1999-01-08 22:45:00,10,1999
Palmer,,FLASH,AK,1999-01-08 22:45:00,10,1999
Wasilla,,FLASH,AK,1999-01-08 22:45:00,10,1999
Carmel,,LIGHT,LA,1999-01-08 23:30:00,10,1999
Spring Branch,GREEN,FIREBALL,TX,1999-01-09 01:30:00,3,1999
St. Louis,,LIGHT,MO,1999-01-09 17:45:00,3,1999
Longboat Key,,LIGHT,FL,1999-01-09 21:00:00,3,1999
Paradise,,LIGHT,CA,1999-01-10 03:00:00,7,1999
Los Angeles,,FIREBALL,CA,1999-01-10 08:30:00,7,1999
Dallas,,LIGHT,TX,1999-01-10 17:45:00,7,1999
Cornwall Bridge,GREEN,DISK,CT,1999-01-10 19:00:00,7,1999
Newark,,FIREBALL,DE,1999-01-10 19:00:00,7,1999
Tyson's Corner,GREEN,CIRCLE,VA,1999-01-10 19:04:00,7,1999
Corpus Christi,,FIREBALL,TX,1999-01-10 20:30:00,7,1999
Gilbert,GREEN,CIRCLE,MN,1999-01-11 02:45:00,6,1999
San Ramon,,FIREBALL,CA,1999-01-11 05:47:00,6,1999
Lebanon,,CYLINDER,OR,1999-01-11 09:30:00,6,1999
Danville,,FIREBALL,CA,1999-01-11 17:47:00,6,1999
Rohnert Park,,SPHERE,CA,1999-01-11 18:00:00,6,1999
Washington County,,EGG,MO,1999-01-11 20:00:00,6,1999
Dallas,,CIRCLE,TX,1999-01-12 00:00:00,3,1999
Hastings,,DIAMOND,PA,1999-01-12 03:00:00,3,1999
Eureka,RED ORANGE BLUE,SpaceShip,CA,1999-01-12 08:32:00,3,1999
Rio Rancho,,CIRCLE,NM,1999-01-13 07:15:00,4,1999
Port St. Lucie,,OVAL,FL,1999-01-13 20:50:00,4,1999
Edwardsville,,OTHER,IL,1999-01-13 22:45:00,4,1999
Morgan,,LIGHT,AR,1999-01-13 23:45:00,4,1999
Lake Wales,YELLOW,FIREBALL,FL,1999-01-14 19:00:00,4,1999
Langley,,FORMATION,WA,1999-01-14 19:00:00,4,1999
Seattle,,OVAL,WA,1999-01-14 21:50:00,4,1999
Lake Stevens,,FIREBALL,WA,1999-01-14 22:20:00,4,1999
Montgomery,,SPHERE,AL,1999-01-15 13:00:00,12,1999
Beaumont,RED,LIGHT,TX,1999-01-15 16:00:00,12,1999
Owings Mills,,OTHER,MD,1999-01-15 17:30:00,12,1999
Plymouth,,SpaceShip,MA,1999-01-15 17:30:00,12,1999
Canon City,RED,FORMATION,CO,1999-01-15 17:40:00,12,1999
Canon City,,LIGHT,CO,1999-01-15 17:40:00,12,1999
Contocook,,LIGHT,NH,1999-01-15 20:00:00,12,1999
Dunkirk,,OTHER,MD,1999-01-15 20:43:00,12,1999
Lancaster,,LIGHT,CA,1999-01-15 21:00:00,12,1999
Stevens Pass,,SpaceShip,WA,1999-01-15 21:30:00,12,1999
Lanoka Harbor,RED,DIAMOND,NJ,1999-01-15 22:01:00,12,1999
Olean,,FIREBALL,NY,1999-01-15 22:30:00,12,1999
Deptford,,CIGAR,NJ,1999-01-16 01:15:00,4,1999
Wrightsville,,DISK,GA,1999-01-16 04:45:00,4,1999
Mentor on the Lake,,SPHERE,OH,1999-01-16 16:00:00,4,1999
Clermont,,DISK,GA,1999-01-16 19:00:00,4,1999
Parkton,RED BLUE,DISK,MD,1999-01-17 22:47:00,2,1999
Brookhaven,,FIREBALL,MS,1999-01-17 23:00:00,2,1999
Olympia,BLUE,LIGHT,WA,1999-01-18 00:30:00,7,1999
Arlington,,FIREBALL,TX,1999-01-18 01:15:00,7,1999
San Marcos,,LIGHT,CA,1999-01-18 02:00:00,7,1999
Baltimore,,LIGHT,MD,1999-01-18 17:00:00,7,1999
San Francisco,,LIGHT,CA,1999-01-18 18:15:00,7,1999
Los Angeles,,LIGHT,CA,1999-01-18 18:20:00,7,1999
Timberline Lodge,,LIGHT,OR,1999-01-18 19:38:00,7,1999
Carlinville,,CIGAR,IL,1999-01-19 19:00:00,2,1999
Provo,GREEN,SPHERE,UT,1999-01-19 19:05:00,2,1999
Marshfield,,LIGHT,MO,1999-01-20 17:30:00,4,1999
Butte,,DIAMOND,MT,1999-01-20 19:30:00,4,1999
Olney,,CHEVRON,IL,1999-01-20 20:30:00,4,1999
Granada Hills,,OTHER,CA,1999-01-20 20:35:00,4,1999
Silverdale,,LIGHT,WA,1999-01-22 07:03:00,1,1999
Chicago,,DISK,IL,1999-01-23 04:00:00,5,1999
Ocala,,SpaceShip,FL,1999-01-23 07:00:00,5,1999
Sherburne,,OVAL,NY,1999-01-23 20:00:00,5,1999
Richmond,,CHEVRON,VA,1999-01-23 21:00:00,5,1999
Oakland,,CYLINDER,CA,1999-01-23 21:30:00,5,1999
Portland,,OVAL,OR,1999-01-24 20:00:00,1,1999
San Francisco,RED,SPHERE,CA,1999-01-25 01:15:00,3,1999
Alabaster,,FIREBALL,AL,1999-01-25 17:40:00,3,1999
West Elkton,,LIGHT,OH,1999-01-25 20:22:00,3,1999
Humble,GREEN,FORMATION,TX,1999-01-26 20:00:00,2,1999
La Veta,,OTHER,CO,1999-01-26 20:15:00,2,1999
Mobile,YELLOW,LIGHT,AL,1999-01-27 18:04:00,1,1999
Scottsdale,,SpaceShip,AZ,1999-01-28 06:30:00,2,1999
McAlester,,OTHER,OK,1999-01-28 21:15:00,2,1999
Maricopa,,DISK,CA,1999-01-29 07:20:00,3,1999
Germantown,,DISK,MD,1999-01-29 18:40:00,3,1999
Wilmington Island,,DIAMOND,GA,1999-01-29 19:45:00,3,1999
Palm Springs,,SPHERE,CA,1999-01-30 05:25:00,2,1999
Red Bluff,,FORMATION,CA,1999-01-30 23:30:00,2,1999
Riverton,,FIREBALL,WY,1999-01-31 19:30:00,2,1999
Lake Charles,,SpaceShip,LA,1999-01-31 22:02:00,2,1999
Flagstaff,,CHEVRON,AZ,1999-02-01 00:00:00,5,1999
Lutz,GREEN,FLASH,FL,1999-02-01 18:00:00,5,1999
Molalla,,DISK,OR,1999-02-01 18:00:00,5,1999
Ocala,,SpaceShip,FL,1999-02-01 21:30:00,5,1999
Arvada,RED GREEN,FLASH,CO,1999-02-01 22:05:00,5,1999
Arlington,,FIREBALL,TX,1999-02-02 01:15:00,14,1999
Mt. Horeb,,OTHER,WI,1999-02-02 02:00:00,14,1999
Bonner Springs,GREEN,FIREBALL,KS,1999-02-02 04:20:00,14,1999
Mountain View,,LIGHT,CA,1999-02-02 06:00:00,14,1999
Hesperia,,OTHER,CA,1999-02-02 06:05:00,14,1999
South Pasadena,RED,LIGHT,CA,1999-02-02 06:35:00,14,1999
Rancho Cucamonga,,FIREBALL,CA,1999-02-02 06:39:00,14,1999
San Miguel,BLUE,FIREBALL,CA,1999-02-02 06:40:00,14,1999
Redding,GREEN,OTHER,CA,1999-02-02 06:43:00,14,1999
St. George,GREEN,LIGHT,UT,1999-02-02 07:42:00,14,1999
New York City,,OTHER,NY,1999-02-02 10:00:00,14,1999
Sierra Vista,,LIGHT,AZ,1999-02-02 17:20:00,14,1999
Chula Vista,,LIGHT,CA,1999-02-02 20:45:00,14,1999
Charlotte,GREEN,FIREBALL,NC,1999-02-02 21:30:00,14,1999
Grenada,GREEN,FIREBALL,MS,1999-02-03 04:00:00,5,1999
Orangeville,,LIGHT,IL,1999-02-03 17:00:00,5,1999
Franklin,,OVAL,MA,1999-02-03 17:35:00,5,1999
Van Nuys,,CIRCLE,CA,1999-02-03 18:30:00,5,1999
Conway,,SpaceShip,AR,1999-02-03 22:48:00,5,1999
Prescott Valley,YELLOW,CIRCLE,AZ,1999-02-04 21:30:00,3,1999
Sonoma County,,CIRCLE,CA,1999-02-04 21:30:00,3,1999
St. Louis,RED BLUE,LIGHT,MO,1999-02-04 22:13:00,3,1999
Henderson,,TEARDROP,NV,1999-02-06 23:45:00,1,1999
Natchez,,OVAL,MS,1999-02-07 01:30:00,2,1999
Quartzite,,EGG,AZ,1999-02-07 20:30:00,2,1999
Bulls Gap,,SPHERE,TN,1999-02-08 17:50:00,1,1999
Leon,RED GREEN,OTHER,WV,1999-02-09 13:30:00,3,1999
La Crescenta,GREEN,DISK,CA,1999-02-09 19:39:00,3,1999
Sterling,,OVAL,PA,1999-02-09 21:00:00,3,1999
Tucson,,LIGHT,AZ,1999-02-10 18:45:00,5,1999
Huntsville,,LIGHT,AL,1999-02-10 20:15:00,5,1999
North Pole,,SPHERE,AK,1999-02-10 20:40:00,5,1999
Chino,ORANGE,CIGAR,CA,1999-02-10 23:00:00,5,1999
San Diego,ORANGE,FIREBALL,CA,1999-02-10 23:40:00,5,1999
Castro Valley,,TEARDROP,CA,1999-02-11 07:30:00,6,1999
Suitland,,LIGHT,MD,1999-02-11 19:00:00,6,1999
Pittsburg,,FIREBALL,CA,1999-02-11 19:20:00,6,1999
Cotati,GREEN,FIREBALL,CA,1999-02-11 19:30:00,6,1999
Union Deposit-Hoernerstown,,SpaceShip,PA,1999-02-11 21:34:00,6,1999
New Florence,,CIRCLE,MO,1999-02-11 22:35:00,6,1999
North Pole,,FIREBALL,AK,1999-02-12 01:30:00,5,1999
Palmyra,RED GREEN,SPHERE,MO,1999-02-12 04:55:00,5,1999
Mary Esther,,CYLINDER,FL,1999-02-12 08:01:00,5,1999
Albuquerque,,SPHERE,NM,1999-02-12 17:10:00,5,1999
Adrian,,OVAL,MI,1999-02-12 19:00:00,5,1999
Walnut Creek,,LIGHT,CA,1999-02-13 13:30:00,2,1999
Lilburn,ORANGE YELLOW,LIGHT,GA,1999-02-13 18:30:00,2,1999
San Juan Island,,SpaceShip,WA,1999-02-14 01:20:00,6,1999
Youngstown,,LIGHT,OH,1999-02-14 10:22:00,6,1999
Lewisville Lake,,LIGHT,TX,1999-02-14 18:20:00,6,1999
Anza Borrego Desert,,DISK,CA,1999-02-14 21:00:00,6,1999
Belfast,GREEN,SPHERE,ME,1999-02-14 21:20:00,6,1999
Ravenna,GREEN,CIRCLE,OH,1999-02-14 23:00:00,6,1999
Phoenix,,VARIOUS,AZ,1999-02-15 10:30:00,6,1999
Hopkington,,SpaceShip,RI,1999-02-15 19:00:00,6,1999
Worcester,,LIGHT,MA,1999-02-15 19:15:00,6,1999
Thousand Oaks,,VARIOUS,CA,1999-02-15 20:15:00,6,1999
Austin,RED BLUE,LIGHT,TX,1999-02-15 23:00:00,6,1999
Ravenna,GREEN,SPHERE,OH,1999-02-15 23:10:00,6,1999
Beale AFB,GREEN,CIRCLE,CA,1999-02-16 06:45:00,4,1999
Boron,,VARIOUS,CA,1999-02-16 14:30:00,4,1999
Navarre Beach,RED,LIGHT,FL,1999-02-16 19:00:00,4,1999
Brady,,LIGHT,TX,1999-02-16 19:30:00,4,1999
Barstow,,OTHER,CA,1999-02-17 03:00:00,5,1999
Loxahatchee,,CYLINDER,FL,1999-02-17 17:00:00,5,1999
Racine,,FIREBALL,WI,1999-02-17 20:20:00,5,1999
Lee Vining,RED,RECTANGLE,CA,1999-02-17 20:45:00,5,1999
Roseville,RED,LIGHT,CA,1999-02-17 20:50:00,5,1999
Jacksonville,RED,LIGHT,FL,1999-02-18 02:00:00,5,1999
Seattle,,LIGHT,WA,1999-02-18 16:30:00,5,1999
Story,RED GREEN,RECTANGLE,AR,1999-02-18 20:00:00,5,1999
Portage County,,LIGHT,OH,1999-02-18 23:20:00,5,1999
Colorado Springs,,FORMATION,CO,1999-02-18 23:27:00,5,1999
La Crosse,,TEARDROP,WI,1999-02-19 00:13:00,7,1999
Orlando,,CIRCLE,FL,1999-02-19 04:45:00,7,1999
Sarasota,,OTHER,FL,1999-02-19 18:30:00,7,1999
Richmond,BLUE,DISK,VA,1999-02-19 19:30:00,7,1999
Sedona,,OTHER,AZ,1999-02-19 19:30:00,7,1999
Marysville,,LIGHT,WA,1999-02-19 21:00:00,7,1999
Simi Valley,,OTHER,CA,1999-02-19 21:20:00,7,1999
Marshall,,LIGHT,MO,1999-02-20 03:00:00,10,1999
Cleveland,,OVAL,GA,1999-02-20 07:00:00,10,1999
Elk Grove,BLUE,TEARDROP,CA,1999-02-20 07:45:00,10,1999
West Phoenix,,SPHERE,AZ,1999-02-20 08:45:00,10,1999
Billings,BLUE,OTHER,MT,1999-02-20 17:50:00,10,1999
Palm Springs,,CIRCLE,CA,1999-02-20 19:00:00,10,1999
New Orleans,,LIGHT,LA,1999-02-20 20:00:00,10,1999
San Jose,,LIGHT,CA,1999-02-20 20:20:00,10,1999
Glen Hope,,LIGHT,PA,1999-02-20 22:30:00,10,1999
Hope Valley,,SpaceShip,RI,1999-02-20 23:40:00,10,1999
Auburn,,LIGHT,MA,1999-02-21 00:00:00,5,1999
New York City,,LIGHT,NY,1999-02-21 01:30:00,5,1999
Denver,,LIGHT,CO,1999-02-21 14:00:00,5,1999
Weyers Cave,BLUE,OTHER,VA,1999-02-21 18:00:00,5,1999
Fairbanks,,SpaceShip,AK,1999-02-21 22:30:00,5,1999
Everett,,LIGHT,WA,1999-02-22 18:45:00,5,1999
New York City,,LIGHT,NY,1999-02-22 19:00:00,5,1999
Otway,,OTHER,OH,1999-02-22 19:00:00,5,1999
Point Marion,RED GREEN BLUE,LIGHT,PA,1999-02-22 20:00:00,5,1999
LaVerne,ORANGE,VARIOUS,CA,1999-02-22 20:10:00,5,1999
Phoenix,,FIREBALL,AZ,1999-02-23 00:00:00,14,1999
Los Angeles,ORANGE,FIREBALL,CA,1999-02-23 02:27:00,14,1999
Vandenburg AFB,,LIGHT,CA,1999-02-23 02:29:00,14,1999
La Verne,,FIREBALL,CA,1999-02-23 02:30:00,14,1999
"Pomona,",,SPHERE,CA,1999-02-23 02:30:00,14,1999
Los Alamitos,,OTHER,CA,1999-02-23 02:33:00,14,1999
Huntsville,ORANGE,LIGHT,TX,1999-02-23 19:00:00,14,1999
Las Vegas,,LIGHT,NM,1999-02-23 19:00:00,14,1999
Interlochen,,LIGHT,MI,1999-02-23 19:45:00,14,1999
North Carolina,RED,SPHERE,NC,1999-02-23 20:00:00,14,1999
Spur,,SpaceShip,TX,1999-02-23 20:30:00,14,1999
Clarkdale,,DISK,AZ,1999-02-23 21:30:00,14,1999
Deer Valley Airport-Phoenix,GREEN,OTHER,AZ,1999-02-23 22:40:00,14,1999
Austin,,CHEVRON,TX,1999-02-23 22:50:00,14,1999
Congers,,OTHER,NY,1999-02-24 00:00:00,9,1999
Chicago,GREEN,FIREBALL,IL,1999-02-24 05:20:00,9,1999
Fox Point,GREEN,FIREBALL,WI,1999-02-24 05:23:00,9,1999
Big Bend,,FIREBALL,WI,1999-02-24 05:30:00,9,1999
Sheboygan Falls,,FIREBALL,WI,1999-02-24 11:28:00,9,1999
Edwards AFB,,OTHER,CA,1999-02-24 13:00:00,9,1999
